_id,index,transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
68d384423540c75c99fb6c39,516,601,05-06-2023,09:23:00,5,Male,19.0,Clothing,1.0,30.0,13.2,30.0
68d384423540c75c99fb6d74,831,561,29-07-2022,17:04:00,34,Female,64.0,Clothing,4.0,500.0,250.0,2000.0
68d384423540c75c99fb6d40,779,653,25-11-2023,22:53:00,3,Male,54.0,Clothing,3.0,25.0,9.25,75.0
68d384423540c75c99fb6f70,1339,855,21-11-2022,19:43:00,13,Male,54.0,Beauty,1.0,25.0,25.75,25.0
68d384423540c75c99fb6e86,1105,1127,15-03-2022,19:26:00,87,Female,33.0,Clothing,2.0,25.0,13.0,50.0
68d384423540c75c99fb6a44,15,1610,23-11-2022,10:18:00,1,Female,26.0,Beauty,2.0,300.0,102.0,600.0
68d384423540c75c99fb716d,1848,868,04-12-2023,13:39:00,110,Female,25.0,Electronics,1.0,300.0,111.0,300.0
68d384423540c75c99fb70cb,1686,47,22-10-2022,17:22:00,96,Female,40.0,Beauty,3.0,500.0,600.0,1500.0
68d384423540c75c99fb6f3b,1286,50,29-03-2022,18:51:00,71,Female,27.0,Beauty,3.0,25.0,10.5,75.0
68d384423540c75c99fb6dbb,902,321,24-09-2023,19:53:00,30,Female,26.0,Electronics,2.0,25.0,9.5,50.0
68d384423540c75c99fb70c8,1683,690,19-12-2023,18:39:00,91,Female,52.0,Clothing,3.0,300.0,324.0,900.0
68d384423540c75c99fb6da0,875,1906,01-10-2022,20:10:00,58,Female,20.0,Clothing,1.0,50.0,26.5,50.0
68d384423540c75c99fb6ddd,936,726,05-06-2022,19:37:00,72,Male,47.0,Clothing,4.0,300.0,126.0,1200.0
68d384423540c75c99fb700d,1496,656,12-11-2023,20:58:00,27,Male,29.0,Beauty,3.0,30.0,29.4,90.0
68d384423540c75c99fb6e7e,1097,1359,17-05-2022,22:21:00,55,Male,50.0,Clothing,1.0,50.0,19.0,50.0
68d384423540c75c99fb6e15,992,378,03-11-2022,18:16:00,81,Male,50.0,Beauty,1.0,300.0,165.0,300.0
68d384423540c75c99fb6b62,301,1473,19-03-2022,09:06:00,30,Male,64.0,Beauty,1.0,50.0,13.0,50.0
68d384423540c75c99fb6c3a,517,901,02-08-2023,06:38:00,2,Male,31.0,Electronics,1.0,30.0,12.0,30.0
68d384423540c75c99fb71c8,1939,1777,15-11-2023,12:06:00,74,Male,48.0,Electronics,3.0,50.0,19.5,150.0
68d384423540c75c99fb6e38,1027,447,18-04-2023,17:57:00,37,Male,22.0,Beauty,4.0,500.0,245.0,2000.0
68d384423540c75c99fb6b44,271,371,18-12-2022,10:01:00,32,Female,20.0,Beauty,1.0,25.0,13.0,25.0
68d384423540c75c99fb6f73,1342,1637,25-10-2022,20:50:00,97,Male,43.0,Clothing,2.0,300.0,297.0,600.0
68d384423540c75c99fb6cef,698,273,26-09-2023,20:24:00,1,Female,22.0,Beauty,1.0,50.0,14.5,50.0
68d384423540c75c99fb701c,1511,26,14-10-2023,17:54:00,51,Female,28.0,Electronics,2.0,500.0,600.0,1000.0
68d384423540c75c99fb7099,1636,1324,25-09-2023,20:29:00,56,Female,52.0,Electronics,3.0,50.0,55.0,150.0
68d384423540c75c99fb6d50,795,1642,27-12-2023,18:30:00,4,Female,54.0,Clothing,4.0,25.0,11.5,100.0
68d384423540c75c99fb6a76,65,1708,08-02-2022,07:47:00,41,Female,43.0,Beauty,3.0,300.0,162.0,900.0
68d384423540c75c99fb6f6a,1333,1574,26-10-2022,21:51:00,150,Female,63.0,Electronics,2.0,25.0,24.75,50.0
68d384423540c75c99fb6aae,121,1323,15-08-2022,10:49:00,136,Female,29.0,Beauty,3.0,300.0,114.0,900.0
68d384423540c75c99fb6b2a,245,1133,05-03-2022,06:42:00,58,Male,20.0,Electronics,3.0,300.0,159.0,900.0
68d384423540c75c99fb6ead,1144,1262,13-08-2022,20:33:00,127,Female,32.0,Beauty,4.0,30.0,8.4,120.0
68d384423540c75c99fb70d6,1697,1512,20-12-2023,20:05:00,105,Female,57.0,Beauty,1.0,25.0,13.25,25.0
68d384423540c75c99fb6f13,1246,635,04-12-2022,21:03:00,89,Female,63.0,Electronics,3.0,300.0,129.0,900.0
68d384423540c75c99fb6b18,227,1657,09-08-2022,10:05:00,61,Male,40.0,Clothing,1.0,25.0,8.0,25.0
68d384423540c75c99fb6fb2,1405,1632,19-10-2022,18:16:00,29,Female,26.0,Electronics,4.0,25.0,24.75,100.0
68d384423540c75c99fb7153,1822,1566,03-10-2022,18:17:00,56,Female,64.0,Clothing,1.0,30.0,15.6,30.0
68d384423540c75c99fb6e1a,997,1480,26-11-2023,18:05:00,3,Female,42.0,Beauty,4.0,500.0,165.0,2000.0
68d384423540c75c99fb71b1,1916,1099,24-12-2022,12:41:00,56,Female,50.0,Electronics,4.0,300.0,162.0,1200.0
68d384423540c75c99fb6ed2,1181,1206,14-05-2023,19:45:00,68,Male,61.0,Clothing,1.0,25.0,8.5,25.0
68d384423540c75c99fb6dcf,922,655,31-10-2022,18:43:00,19,Female,55.0,Clothing,1.0,500.0,210.0,500.0
68d384423540c75c99fb6a70,59,1591,29-09-2022,11:00:00,62,Male,53.0,Electronics,4.0,25.0,7.0,100.0
68d384423540c75c99fb6ec7,1170,13,08-02-2023,17:43:00,106,Male,22.0,Electronics,3.0,500.0,245.0,1500.0
68d384423540c75c99fb71db,1958,34,24-09-2023,13:26:00,87,Female,51.0,Clothing,3.0,50.0,17.0,150.0
68d384423540c75c99fb70e0,1707,827,28-10-2023,19:24:00,96,Male,61.0,Beauty,3.0,300.0,165.0,900.0
68d384423540c75c99fb702e,1529,428,02-12-2022,22:44:00,50,Female,40.0,Electronics,4.0,50.0,49.5,200.0
68d384423540c75c99fb6c81,588,129,17-04-2023,17:42:00,1,Female,21.0,Beauty,2.0,300.0,75.0,600.0
68d384423540c75c99fb6b27,242,1011,01-04-2022,06:48:00,15,Male,23.0,Clothing,2.0,50.0,19.0,100.0
68d384423540c75c99fb7204,1999,1650,23-09-2022,16:24:00,89,Male,55.0,Electronics,1.0,30.0,10.8,30.0
68d384423540c75c99fb6edb,1190,430,23-05-2023,18:36:00,100,Female,43.0,Electronics,3.0,300.0,153.0,900.0
68d384423540c75c99fb6c20,491,1928,29-07-2023,06:39:00,93,Female,35.0,Clothing,4.0,300.0,75.0,1200.0
68d384423540c75c99fb6c92,605,483,06-02-2023,17:25:00,2,Male,55.0,Clothing,1.0,30.0,8.4,30.0
68d384423540c75c99fb6ad9,164,107,06-10-2022,09:18:00,75,Female,21.0,Clothing,4.0,300.0,78.0,1200.0
68d384423540c75c99fb714f,1818,112,25-12-2023,18:44:00,57,Male,37.0,Clothing,3.0,500.0,165.0,1500.0
68d384423540c75c99fb6b15,224,972,16-08-2022,11:42:00,139,Male,49.0,Beauty,4.0,25.0,6.75,100.0
68d384423540c75c99fb6eaa,1141,1980,23-08-2023,20:30:00,112,Female,31.0,Electronics,3.0,25.0,6.5,75.0
68d384423540c75c99fb6a66,49,1225,02-02-2022,09:51:00,137,Female,57.0,Beauty,,,,
68d384423540c75c99fb6fa3,1390,604,16-09-2022,19:34:00,139,Female,29.0,Electronics,4.0,50.0,50.5,200.0
68d384423540c75c99fb6d57,802,281,18-09-2023,20:09:00,4,Female,29.0,Beauty,4.0,500.0,275.0,2000.0
68d384423540c75c99fb6a81,76,1015,09-03-2022,11:53:00,94,Female,42.0,Electronics,4.0,500.0,200.0,2000.0
68d384423540c75c99fb6c82,589,230,26-03-2023,17:44:00,5,Male,54.0,Beauty,1.0,25.0,12.5,25.0
68d384423540c75c99fb6d4a,789,1911,13-12-2023,18:33:00,4,Male,42.0,Electronics,3.0,300.0,75.0,900.0
68d384423540c75c99fb6b37,258,256,09-01-2022,08:05:00,3,Male,23.0,Clothing,2.0,500.0,270.0,1000.0
68d384423540c75c99fb6d13,734,123,11-08-2023,19:00:00,3,Female,40.0,Electronics,2.0,30.0,11.7,60.0
68d384423540c75c99fb6e9a,1125,1557,04-08-2022,17:01:00,14,Female,20.0,Beauty,3.0,30.0,10.2,90.0
68d384423540c75c99fb6e20,1003,1878,24-01-2023,22:56:00,97,Female,20.0,Clothing,1.0,30.0,7.5,30.0
68d384423540c75c99fb6bb4,383,1007,09-06-2023,10:09:00,15,Male,46.0,Clothing,2.0,25.0,11.5,50.0
68d384423540c75c99fb6a37,2,559,12-12-2022,10:48:00,5,Female,40.0,Clothing,4.0,300.0,84.0,1200.0
68d384423540c75c99fb6d8c,855,1902,21-12-2022,17:12:00,97,Female,54.0,Beauty,1.0,50.0,14.0,50.0
68d384423540c75c99fb7161,1836,791,04-09-2022,16:28:00,106,Female,51.0,Beauty,1.0,25.0,11.75,25.0
68d384423540c75c99fb7159,1828,485,08-11-2022,17:30:00,101,Male,24.0,Electronics,1.0,30.0,11.4,30.0
68d384423540c75c99fb6de9,948,1498,29-08-2022,17:08:00,51,Female,50.0,Clothing,4.0,25.0,12.5,100.0
68d384423540c75c99fb6ae8,179,793,27-05-2022,10:53:00,1,Male,54.0,Beauty,1.0,30.0,14.7,30.0
68d384423540c75c99fb6d46,785,647,01-03-2023,19:53:00,5,Male,59.0,Clothing,3.0,500.0,190.0,1500.0
68d384423540c75c99fb6ae4,175,379,01-06-2022,07:28:00,76,Female,47.0,Clothing,1.0,25.0,8.5,25.0
68d384423540c75c99fb6a6c,55,591,21-03-2022,08:38:00,94,Male,53.0,Electronics,4.0,25.0,6.5,100.0
68d384423540c75c99fb6a38,3,1180,06-01-2022,08:53:00,85,Male,41.0,Clothing,3.0,300.0,129.0,900.0
68d384423540c75c99fb6bda,421,328,29-10-2023,06:56:00,9,Male,39.0,Beauty,2.0,50.0,27.0,100.0
68d384423540c75c99fb6fcf,1434,616,31-12-2022,19:18:00,122,Male,41.0,Clothing,2.0,50.0,49.5,100.0
68d384423540c75c99fb6bf2,445,764,07-11-2023,08:46:00,47,Female,40.0,Clothing,1.0,25.0,11.25,25.0
68d384423540c75c99fb70bf,1674,1507,27-12-2022,22:14:00,95,Female,37.0,Electronics,3.0,500.0,520.0,1500.0
68d384423540c75c99fb7108,1747,1997,29-10-2023,21:09:00,99,Male,52.0,Beauty,3.0,30.0,10.2,90.0
68d384423540c75c99fb6b92,349,917,15-02-2022,11:50:00,120,Female,57.0,Electronics,4.0,50.0,16.5,200.0
68d384423540c75c99fb6b7f,330,220,07-05-2022,06:44:00,138,Male,64.0,Beauty,1.0,500.0,140.0,500.0
68d384423540c75c99fb6ee8,1203,443,19-09-2023,20:25:00,98,Male,29.0,Clothing,2.0,300.0,114.0,600.0
68d384423540c75c99fb6ca5,624,236,01-04-2023,22:18:00,5,Female,54.0,Clothing,1.0,25.0,6.5,25.0
68d384423540c75c99fb6b99,356,547,14-11-2022,07:36:00,3,Male,63.0,Clothing,4.0,500.0,250.0,2000.0
68d384423540c75c99fb6a35,0,180,05-11-2022,10:47:00,117,Male,41.0,Clothing,3.0,300.0,129.0,900.0
68d384423540c75c99fb6dc6,913,365,23-02-2023,22:12:00,151,Male,31.0,Clothing,1.0,300.0,93.0,300.0
68d384423540c75c99fb6e24,1007,837,15-01-2023,20:35:00,53,Male,18.0,Beauty,3.0,30.0,7.5,90.0
68d384423540c75c99fb6a91,92,344,17-07-2022,09:47:00,69,Female,42.0,Beauty,1.0,30.0,7.5,30.0
68d384423540c75c99fb7170,1851,1580,21-09-2023,15:47:00,105,Female,31.0,Clothing,3.0,500.0,250.0,1500.0
68d384423540c75c99fb6cf4,703,946,08-08-2023,20:15:00,2,Male,62.0,Electronics,4.0,500.0,235.0,2000.0
68d384423540c75c99fb6add,168,237,11-04-2022,08:54:00,105,Female,50.0,Beauty,2.0,500.0,165.0,1000.0
68d384423540c75c99fb6f3f,1290,1479,31-05-2022,22:24:00,108,Male,52.0,Electronics,4.0,300.0,162.0,1200.0
68d384423540c75c99fb6ecb,1174,261,06-02-2022,17:48:00,16,Male,21.0,Clothing,2.0,25.0,8.25,50.0
68d384423540c75c99fb6e70,1083,1515,04-02-2023,21:49:00,107,Female,49.0,Clothing,3.0,300.0,135.0,900.0
68d384423540c75c99fb6ea6,1137,1850,16-02-2022,20:44:00,154,Female,26.0,Beauty,2.0,500.0,240.0,1000.0
68d384423540c75c99fb6a58,35,1921,08-02-2022,07:01:00,77,Male,51.0,Electronics,3.0,25.0,7.5,75.0
68d384423540c75c99fb6fef,1466,89,30-12-2023,21:15:00,117,Female,55.0,Electronics,4.0,500.0,590.0,2000.0
68d384423540c75c99fb6fe6,1457,873,06-12-2023,20:20:00,137,Female,27.0,Electronics,4.0,25.0,29.0,100.0
68d384423540c75c99fb705a,1573,711,23-09-2023,22:26:00,103,Male,26.0,Electronics,3.0,500.0,575.0,1500.0
68d384423540c75c99fb70bc,1671,951,18-09-2022,21:35:00,58,Male,33.0,Beauty,2.0,50.0,57.5,100.0
68d384423540c75c99fb6ee2,1197,960,29-03-2023,19:01:00,134,Male,59.0,Clothing,2.0,30.0,14.4,60.0
68d384423540c75c99fb6b9c,359,1444,29-04-2022,06:18:00,135,Female,61.0,Clothing,3.0,30.0,14.1,90.0
68d384423540c75c99fb6cc9,660,1749,07-05-2023,19:55:00,2,Male,42.0,Beauty,1.0,30.0,9.0,30.0
68d384423540c75c99fb717d,1864,1540,12-10-2023,16:51:00,115,Female,46.0,Electronics,3.0,300.0,147.0,900.0
68d384423540c75c99fb6bb2,381,119,01-09-2023,09:11:00,127,Female,60.0,Clothing,3.0,50.0,27.5,150.0
68d384423540c75c99fb71b7,1922,1409,22-11-2023,12:15:00,102,Female,21.0,Electronics,3.0,300.0,138.0,900.0
68d384423540c75c99fb6e1f,1002,1684,23-01-2023,21:40:00,43,Female,28.0,Clothing,2.0,500.0,200.0,1000.0
68d384423540c75c99fb6bc5,400,1659,27-07-2023,09:29:00,22,Female,39.0,Electronics,1.0,30.0,9.0,30.0
68d384423540c75c99fb71b0,1915,783,11-11-2022,15:37:00,91,Female,56.0,Clothing,1.0,300.0,150.0,300.0
68d384423540c75c99fb6be9,436,1471,25-06-2023,10:34:00,30,Male,32.0,Clothing,3.0,50.0,13.0,150.0
68d384423540c75c99fb6e22,1005,260,19-01-2023,21:09:00,107,Male,28.0,Beauty,2.0,30.0,10.5,60.0
68d384423540c75c99fb6ca4,623,228,03-04-2023,20:26:00,4,Female,59.0,Electronics,2.0,30.0,10.8,60.0
68d384423540c75c99fb6a57,34,1797,16-04-2022,11:47:00,147,Male,40.0,Clothing,3.0,25.0,12.25,75.0
68d384423540c75c99fb7025,1520,1558,22-12-2022,20:37:00,91,Female,41.0,Clothing,1.0,25.0,27.75,25.0
68d384423540c75c99fb6dda,933,1833,30-01-2022,17:20:00,56,Male,42.0,Beauty,4.0,50.0,18.0,200.0
68d384423540c75c99fb707e,1609,937,18-10-2022,19:57:00,50,Female,62.0,Beauty,1.0,500.0,510.0,500.0
68d384423540c75c99fb71f1,1980,429,08-09-2023,14:29:00,80,Male,64.0,Electronics,2.0,25.0,6.75,50.0
68d384423540c75c99fb6b50,283,1454,25-06-2022,11:18:00,22,Female,46.0,Beauty,1.0,25.0,6.75,25.0
68d384423540c75c99fb6d39,772,94,13-03-2023,22:39:00,5,Female,47.0,Beauty,2.0,500.0,250.0,1000.0
68d384423540c75c99fb6d23,750,996,03-07-2023,17:38:00,2,Male,62.0,Clothing,1.0,50.0,13.5,50.0
68d384423540c75c99fb70f9,1732,369,13-12-2023,19:42:00,111,Male,23.0,Electronics,3.0,500.0,215.0,1500.0
68d384423540c75c99fb71a4,1903,1701,13-10-2023,15:09:00,62,Female,52.0,Beauty,2.0,30.0,15.9,60.0
68d384423540c75c99fb6d76,833,1307,29-01-2022,22:11:00,68,Female,26.0,Electronics,2.0,25.0,11.75,50.0
68d384423540c75c99fb7186,1873,1355,17-09-2023,13:19:00,107,Female,55.0,Electronics,1.0,500.0,155.0,500.0
68d384423540c75c99fb6bf9,452,703,31-07-2023,09:56:00,140,Male,34.0,Electronics,2.0,50.0,18.5,100.0
68d384423540c75c99fb6d73,830,307,11-11-2022,22:54:00,32,Female,26.0,Electronics,2.0,25.0,8.5,50.0
68d384423540c75c99fb6e46,1041,1381,26-10-2022,17:26:00,48,Female,44.0,Clothing,4.0,25.0,7.75,100.0
68d384423540c75c99fb718f,1882,1080,08-12-2022,13:31:00,70,Female,64.0,Clothing,2.0,30.0,13.2,60.0
68d384423540c75c99fb6eb8,1155,1949,11-11-2022,20:24:00,105,Female,41.0,Electronics,2.0,25.0,12.5,50.0
68d384423540c75c99fb70aa,1653,776,08-09-2023,18:57:00,109,Male,35.0,Clothing,3.0,30.0,30.9,90.0
68d384423540c75c99fb6ac0,139,317,04-05-2022,07:54:00,117,Male,22.0,Electronics,3.0,30.0,12.0,90.0
68d384423540c75c99fb6a3b,6,163,31-10-2022,09:38:00,144,Female,64.0,Clothing,3.0,50.0,23.0,150.0
68d384423540c75c99fb6d62,813,1491,26-05-2023,22:14:00,107,Female,60.0,Electronics,3.0,300.0,129.0,900.0
68d384423540c75c99fb70b0,1659,343,09-11-2022,18:44:00,68,Male,21.0,Electronics,2.0,25.0,30.0,50.0
68d384423540c75c99fb6f59,1316,1263,07-09-2022,20:49:00,47,Male,23.0,Beauty,2.0,30.0,35.4,60.0
68d384423540c75c99fb6cdf,682,820,17-02-2023,22:49:00,1,Male,49.0,Electronics,4.0,50.0,24.0,200.0
68d384423540c75c99fb6e67,1074,1144,30-12-2022,21:27:00,148,Female,59.0,Beauty,3.0,500.0,125.0,1500.0
68d384423540c75c99fb6fec,1463,789,06-12-2023,22:13:00,34,Female,61.0,Clothing,4.0,500.0,510.0,2000.0
68d384423540c75c99fb6fda,1445,1954,29-10-2023,17:30:00,93,Female,50.0,Electronics,3.0,300.0,318.0,900.0
68d384423540c75c99fb6f7d,1352,297,12-09-2022,21:09:00,70,Female,40.0,Electronics,2.0,500.0,595.0,1000.0
68d384423540c75c99fb6dca,917,1352,19-10-2023,17:40:00,14,Male,57.0,Electronics,2.0,500.0,260.0,1000.0
68d384423540c75c99fb6b6f,314,152,16-06-2022,11:58:00,120,Male,43.0,Electronics,4.0,500.0,210.0,2000.0
68d384423540c75c99fb6d01,716,731,30-09-2023,18:49:00,1,Male,54.0,Clothing,4.0,500.0,165.0,2000.0
68d384423540c75c99fb6c11,476,502,22-07-2023,11:00:00,31,Male,43.0,Electronics,3.0,50.0,22.5,150.0
68d384423540c75c99fb6b9a,357,705,30-09-2022,07:28:00,37,Male,60.0,Electronics,2.0,25.0,6.25,50.0
68d384423540c75c99fb6db1,892,539,30-11-2023,18:13:00,135,Male,25.0,Beauty,1.0,500.0,205.0,500.0
68d384423540c75c99fb6b14,223,732,13-10-2022,08:45:00,136,Male,61.0,Electronics,2.0,500.0,250.0,1000.0
68d384423540c75c99fb6c07,466,553,20-03-2023,06:17:00,106,Male,24.0,Clothing,4.0,300.0,81.0,1200.0
68d384423540c75c99fb6a41,12,1421,17-01-2022,07:07:00,59,Female,37.0,Clothing,3.0,500.0,185.0,1500.0
68d384423540c75c99fb6cc6,657,1188,04-06-2023,22:43:00,2,Male,40.0,Clothing,3.0,25.0,10.75,75.0
68d384423540c75c99fb6fe3,1454,179,07-10-2023,20:42:00,121,Male,31.0,Electronics,1.0,300.0,375.0,300.0
68d384423540c75c99fb6bfd,456,294,09-10-2023,09:24:00,89,Female,23.0,Clothing,3.0,30.0,15.3,90.0
68d384423540c75c99fb6f6c,1335,1871,26-09-2022,18:39:00,41,Male,62.0,Beauty,2.0,30.0,30.6,60.0
68d384423540c75c99fb714b,1814,266,12-09-2022,18:26:00,66,Female,19.0,Electronics,2.0,30.0,14.4,60.0
68d384423540c75c99fb6efd,1224,1695,21-09-2023,20:51:00,85,Female,22.0,Electronics,3.0,50.0,23.0,150.0
68d384423540c75c99fb6c2f,506,486,02-12-2023,09:47:00,4,Female,35.0,Electronics,1.0,25.0,6.5,25.0
68d384423540c75c99fb6b36,257,1861,04-07-2022,10:41:00,145,Female,41.0,Clothing,3.0,30.0,10.2,90.0
68d384423540c75c99fb6de8,947,1239,08-07-2022,20:42:00,134,Male,38.0,Electronics,3.0,500.0,255.0,1500.0
68d384423540c75c99fb6d33,766,1155,03-12-2023,18:22:00,3,Male,31.0,Electronics,4.0,500.0,255.0,2000.0
68d384423540c75c99fb6bce,409,1663,07-12-2023,07:04:00,33,Male,23.0,Clothing,4.0,300.0,81.0,1200.0
68d384423540c75c99fb6bc1,396,1436,20-01-2023,11:29:00,1,Female,57.0,Clothing,4.0,30.0,9.9,120.0
68d384423540c75c99fb6f49,1300,825,08-01-2022,17:27:00,51,Female,46.0,Beauty,1.0,25.0,27.25,25.0
68d384423540c75c99fb6d7c,839,1067,03-10-2023,17:01:00,105,Female,48.0,Beauty,4.0,300.0,129.0,1200.0
68d384423540c75c99fb6c58,547,406,01-04-2023,11:50:00,3,Female,22.0,Beauty,4.0,25.0,11.0,100.0
68d384423540c75c99fb6b90,347,750,13-11-2022,07:33:00,69,Female,35.0,Clothing,3.0,25.0,8.75,75.0
68d384423540c75c99fb6e6d,1080,143,11-02-2023,22:20:00,118,Female,45.0,Clothing,1.0,50.0,27.5,50.0
68d384423540c75c99fb6dc2,909,1534,13-06-2022,19:44:00,72,Male,45.0,Clothing,2.0,500.0,270.0,1000.0
68d384423540c75c99fb6c4f,538,354,16-12-2023,07:58:00,5,Female,49.0,Beauty,4.0,50.0,24.5,200.0
68d384423540c75c99fb6aad,120,1288,05-04-2022,11:56:00,26,Male,28.0,Clothing,4.0,30.0,9.0,120.0
68d384423540c75c99fb6aec,183,1379,02-01-2022,06:23:00,69,Female,47.0,Clothing,1.0,25.0,7.25,25.0
68d384423540c75c99fb6f9d,1384,935,10-09-2022,21:16:00,2,Female,34.0,Beauty,1.0,50.0,55.5,50.0
68d384423540c75c99fb6ef8,1219,521,28-10-2023,19:56:00,133,Female,47.0,Clothing,4.0,30.0,8.7,120.0
68d384423540c75c99fb71b5,1920,939,07-11-2022,15:28:00,75,Female,46.0,Electronics,1.0,300.0,81.0,300.0
68d384423540c75c99fb7142,1805,1024,03-12-2023,21:51:00,72,Female,49.0,Clothing,1.0,300.0,126.0,300.0
68d384423540c75c99fb6b8a,341,1621,22-09-2022,10:49:00,2,Female,40.0,Beauty,2.0,500.0,160.0,1000.0
68d384423540c75c99fb6c0a,469,614,13-02-2023,06:28:00,61,Female,39.0,Beauty,4.0,300.0,120.0,1200.0
68d384423540c75c99fb6d45,784,4,27-08-2023,18:12:00,3,Male,37.0,Clothing,1.0,500.0,200.0,500.0
68d384423540c75c99fb6b52,285,1920,24-10-2022,08:33:00,23,Female,28.0,Beauty,3.0,25.0,9.25,75.0
68d384423540c75c99fb6aaf,122,1618,15-09-2022,06:27:00,118,Female,27.0,Beauty,1.0,50.0,13.5,50.0
68d384423540c75c99fb6e52,1053,71,16-02-2023,19:11:00,32,Female,51.0,Beauty,4.0,25.0,11.5,100.0
68d384423540c75c99fb6b6d,312,1185,04-10-2022,10:28:00,153,Male,24.0,Clothing,1.0,25.0,10.25,25.0
68d384423540c75c99fb6de7,946,877,01-10-2022,19:52:00,134,Female,58.0,Clothing,1.0,25.0,6.75,25.0
68d384423540c75c99fb71c5,1936,890,25-12-2023,14:44:00,76,Male,34.0,Electronics,2.0,25.0,13.5,50.0
68d384423540c75c99fb6f1c,1255,823,03-12-2023,17:42:00,66,Female,56.0,Electronics,2.0,50.0,25.0,100.0
68d384423540c75c99fb6e9c,1127,1864,30-04-2023,21:00:00,112,Female,51.0,Electronics,1.0,500.0,190.0,500.0
68d384423540c75c99fb6d3c,775,1094,15-06-2023,20:34:00,1,Female,47.0,Beauty,2.0,500.0,210.0,1000.0
68d384423540c75c99fb7048,1555,1852,11-10-2023,18:09:00,109,Female,41.0,Clothing,1.0,300.0,333.0,300.0
68d384423540c75c99fb6d3a,773,811,15-04-2023,18:34:00,2,Male,61.0,Beauty,2.0,25.0,6.75,50.0
68d384423540c75c99fb6a6b,54,484,13-03-2022,07:52:00,135,Female,19.0,Clothing,4.0,300.0,75.0,1200.0
68d384423540c75c99fb6c37,514,1886,26-07-2023,11:51:00,1,Male,37.0,Electronics,3.0,300.0,147.0,900.0
68d384423540c75c99fb6f8d,1368,312,31-10-2022,18:08:00,18,Male,41.0,Clothing,4.0,30.0,28.5,120.0
68d384423540c75c99fb6bff,458,1294,24-01-2023,11:24:00,8,Female,23.0,Clothing,3.0,30.0,10.5,90.0
68d384423540c75c99fb7066,1585,191,22-12-2023,21:24:00,71,Male,64.0,Beauty,1.0,25.0,28.25,25.0
68d384423540c75c99fb70fd,1736,1706,16-10-2022,18:04:00,57,Male,51.0,Electronics,4.0,25.0,11.75,100.0
68d384423540c75c99fb6bab,374,717,30-11-2023,08:15:00,8,Male,57.0,Clothing,1.0,500.0,190.0,500.0
68d384423540c75c99fb6fdc,1447,1897,27-10-2023,17:12:00,137,Female,64.0,Electronics,2.0,50.0,62.0,100.0
68d384423540c75c99fb6d51,796,1843,21-09-2023,18:58:00,1,Male,21.0,Beauty,3.0,500.0,240.0,1500.0
68d384423540c75c99fb6f50,1307,815,05-04-2023,21:15:00,139,Female,51.0,Clothing,3.0,25.0,23.75,75.0
68d384423540c75c99fb6d34,767,1470,26-06-2023,19:47:00,1,Female,57.0,Clothing,2.0,500.0,165.0,1000.0
68d384423540c75c99fb704d,1560,1619,20-10-2022,18:07:00,61,Male,47.0,Electronics,4.0,25.0,24.25,100.0
